AuctId,Bid,Time,Length
3014012075,250,4.95903,5
3014012355,39,0.96601,7
3014012355,40,1.07693,7
3014012355,42,2.16142,7
3014012355,51,3.12234,7
3014012355,53,3.12469,7
3014012355,55,3.12484,7
3014012355,57,3.125,7
3014012355,60,3.12512,7
3014012355,62,3.12524,7
3014012355,66,3.12547,7
3014012355,71,3.12574,7
3014012355,76,3.12588,7
3014012355,81,3.12596,7
3014012355,83,3.12605,7
3014012355,85,3.12632,7
3014012355,91,3.12646,7
3014012355,96,3.12664,7
3014012355,102.5,3.12674,7
3014012355,107.5,3.12691,7
3014012355,152.5,4.97382,7
3014012355,152.5,4.97457,7
3014012355,167.5,5.89084,7
3014012355,172.5,6.32855,7
3014012355,192.19,6.36044,7
3014012355,197.5,6.51883,7
3014012355,200.01,6.58279,7
3014012355,202.51,6.58384,7
3014012355,205.05,6.63127,7
3014012355,207.55,6.85285,7
3014012355,217.5,6.87966,7
3014012355,227.5,6.92681,7
3014012355,232.5,6.92737,7
3014012355,232.5,6.93801,7
3014012355,235,6.99872,7
3014012355,237.5,6.99889,7
3014012365,39,0.07534,7
3014012365,66,1.09355,7
3014012365,71,1.0948,7
3014012365,85,1.5614,7
3014012365,96,1.61331,7
3014012365,102.5,2.04567,7
3014012365,105.5,2.53758,7
3014012365,152.5,3.60035,7
3014012365,157.5,4.66387,7
3014012365,172.5,5.89144,7
3014012365,175.52,5.89535,7
3014012365,178.02,6.22929,7
3014012365,187.5,6.40558,7
3014012365,192.5,6.4058,7
3014012365,212.5,6.57478,7
3014012365,227.5,6.85166,7
3014012365,237.5,6.85199,7
3014085073,200,3.30074,5
3014085073,202.5,4.95226,5
3014085073,207.5,4.98047,5
3014085073,222.5,4.98091,5
3014085073,225,4.99672,5
3014085073,227.5,4.99692,5
3014085073,232.5,4.99767,5
3014085073,235.66,4.99817,5
3014085073,238.16,4.99837,5
3014085073,241.16,4.99891,5
3014085073,243.66,4.99939,5
3014085073,246.16,4.99957,5
3014085073,254.02,4.99963,5
3014085073,259.02,4.99981,5
3014314236,259,1.59891,5
3014314236,264,4.84397,5
3014314236,270,4.85265,5
3014314236,275,4.89684,5
3014314236,280,4.89775,5
3014467615,1,1.00477,7
3014467615,2.75,2.16941,7
3014467615,5.5,2.16969,7
3014467615,26,2.16999,7
3014467615,51,2.17052,7
3014467615,61,2.17072,7
3014467615,71,2.17087,7
3014467615,76,2.17106,7
3014467615,100,2.17123,7
3014467615,102.5,4.72309,7
3014467615,190.5,4.73405,7
3014467615,202.5,5.87631,7
3014467615,222.5,6.08626,7
3014467615,232.5,6.54214,7
3014467615,250,6.89149,7
3014467615,255,6.91508,7
3014467615,263,6.92082,7
3014467615,270,6.9261,7
3014467615,275,6.92696,7
3014467615,280,6.98565,7
3014480955,179.99,6.03233,7
3014480955,192.63,6.10021,7
3014480955,197.63,6.18931,7
3014480955,200.15,6.19169,7
3014480955,202.65,6.45657,7
3014480955,205.15,6.6913,7
3014480955,207.65,6.82411,7
3014480955,227.5,6.84255,7
3014480955,247.5,6.86888,7
3014480955,250,6.92429,7
3014480955,255,6.92604,7
3014480955,260,6.93416,7
3014527296,15,0.48374,7
3014527296,20.5,1.67547,7
3014527296,21.5,1.85057,7
3014527296,26.32,2.61199,7
3014527296,31,2.74693,7
3014527296,56,3.63006,7
3014527296,61,4.93487,7
3014527296,77.01,5.1601,7
3014527296,81,5.24289,7
3014527296,100,5.24749,7
3014527296,102.5,5.55499,7
3014527296,107.5,5.57939,7
3014527296,132.5,5.57953,7
3014527296,144.5,5.57972,7
3014527296,150,6.45753,7
3014527296,152.5,6.64394,7
3014527296,152.5,6.64546,7
3014527296,200,6.66514,7
3014527296,202.5,6.66539,7
3014527296,202.5,6.66567,7
3014527296,222.5,6.81929,7
3014572100,10,1.26339,7
3014572100,11.5,1.29044,7
3014572100,50,2.83057,7
3014572100,51,2.83117,7
3014572100,51,2.8315,7
3014572100,53,3.99252,7
3014572100,55,3.99269,7
3014572100,56,4.26956,7
3014572100,102.5,5.27216,7
3014572100,122.5,5.38622,7
3014572100,152.5,5.51535,7
3014572100,172.5,5.51553,7
3014572100,182.5,5.51569,7
3014572100,190,6.61832,7
3014572100,215.07,6.89365,7
3014572100,220.01,6.97366,7
3014572100,222.51,6.97378,7
3014572100,222.51,6.97786,7
3014572100,225.01,6.99419,7
3014572100,237.5,6.99541,7
3014572100,240,6.99669,7
3014616784,9.99,1.87063,7
3014616784,20.5,2.98088,7
3014616784,31,2.98128,7
3014616784,41,2.98171,7
3014616784,51,2.98223,7
3014616784,61,2.98988,7
3014616784,66,2.99003,7
3014616784,66,3.1166,7
3014616784,71,4.91459,7
3014616784,76,4.91478,7
3014616784,80.87,5.23016,7
3014616784,80.87,5.23045,7
3014616784,102.5,6.20076,7
3014616784,150,6.2826,7
3014616784,152.5,6.60823,7
3014616784,202.51,6.77097,7
3014616784,208.5,6.89313,7
3014616784,224.01,6.98848,7
3014616784,228.05,6.98919,7
3014616784,231.51,6.99061,7
3014616784,234.01,6.99104,7
3014616784,234.01,6.99146,7
3014616784,234.01,6.99234,7
3014671042,2,1.58411,7
3014671042,15.5,2.9984,7
3014671042,152.5,4.97462,7
3014671042,200,5.75315,7
3014671042,202.5,5.75391,7
3014671042,227.5,6.82368,7
3014671042,232.5,6.85582,7
3014671042,247.5,6.92231,7
3014671042,252.51,6.92598,7
3014772364,255,3.1861,5
3014772364,260,4.99049,5
3014772364,270,4.99971,5
3014792711,100,0.10164,7
3014792711,104.5,0.55962,7
3014792711,127.51,1.56867,7
3014792711,162.5,4.21123,7
3014792711,224.71,6.09297,7
3014792711,228.05,6.6069,7
3014792711,233.02,6.63828,7
3014797177,1,0.08198,3
3014797177,20,0.08344,3
3014797177,20.5,0.08369,3
3014797177,20.5,0.08473,3
3014797177,26,0.66929,3
3014797177,26,1.01398,3
3014797177,26,1.01422,3
3014797177,26,1.01608,3
3014797177,36,1.05005,3
3014797177,36,1.05046,3
3014797177,102.5,2.06449,3
3014797177,102.5,2.06471,3
3014797177,122.5,2.09631,3
3014797177,152.5,2.12447,3
3014797177,177.5,2.12486,3
3014797177,181,2.17034,3
3014797177,183.5,2.50825,3
3014797177,187.5,2.62788,3
3014797177,202.5,2.92094,3
3014797177,212.5,2.92116,3
3014797177,217.5,2.92141,3
3014797177,222.5,2.92183,3
3014834745,1,0.07909,3
3014834745,1.25,0.88816,3
3014834745,31,0.92253,3
3014834745,33,1.25073,3
3014834745,66,1.49613,3
3014834745,71,1.85567,3
3014834745,73,1.85632,3
3014834745,76,1.98228,3
3014834745,127.5,2.16632,3
3014834745,147.51,2.16672,3
3014834745,152.5,2.71593,3
3014834745,152.5,2.79854,3
3014834745,155,2.81243,3
3014834745,157.5,2.81303,3
3014834745,162.5,2.81537,3
3014834745,187.5,2.85128,3
3014834745,202.5,2.8534,3
3014834745,205,2.86336,3
3014834745,207.5,2.94358,3
3014834745,211,2.96098,3
3014834745,213.5,2.96245,3
3014834982,1,0.62721,5
3014834982,3,0.74271,5
3014834982,3.25,0.89618,5
3014834982,3.25,0.89633,5
3014834982,3.25,0.89652,5
3014834982,3.25,0.89669,5
3014834982,3.25,0.89689,5
3014834982,5.5,0.95251,5
3014834982,41,1.53892,5
3014834982,71,1.56205,5
3014834982,76,1.56219,5
3014834982,102.5,2.4703,5
3014834982,123.5,3.20412,5
3014834982,132.5,3.27206,5
3014834982,137.5,4.26397,5
3014834982,152.5,4.26559,5
3014834982,178.49,4.26928,5
3014834982,200,4.31105,5
3014834982,202.5,4.96101,5
3014834982,217.5,4.99721,5
3014835507,1,0.07311,7
3014835507,1.25,1.38214,7
3014835507,1.76,2.25895,7
3014835507,10.5,2.25907,7
3014835507,15.5,2.70767,7
3014835507,31,3.10907,7
3014835507,36.22,3.54817,7
3014835507,61,4.57716,7
3014835507,71,4.57737,7
3014835507,100,5.00795,7
3014835507,102.5,5.46542,7
3014835507,107.5,5.59249,7
3014835507,112.5,5.59278,7
3014835507,117.5,6.23251,7
3014835507,121,6.23792,7
3014835507,123.5,6.23817,7
3014835507,126,6.50729,7
3014835507,132.5,6.5223,7
3014835507,137.5,6.52251,7
3014835507,142.5,6.52271,7
3014835507,150,6.52289,7
3014835507,152.5,6.52308,7
3014835507,162.5,6.60916,7
3014835507,182.5,6.67677,7
3014835507,192.5,6.6774,7
3014835507,202.5,6.93164,7
3014835507,207.5,6.95068,7
3014836964,1,1.3788,7
3014836964,10.5,1.47744,7
3014836964,13.26,2.25556,7
3014836964,15.5,2.34172,7
3014836964,20.34,2.52714,7
3014836964,51,3.54471,7
3014836964,56,4.01314,7
3014836964,76,4.01609,7
3014836964,100,4.01646,7
3014836964,102.5,4.88483,7
3014836964,123.5,5.46216,7
3014836964,152.5,5.60436,7
3014836964,177.5,6.65919,7
3014836964,202.5,6.6755,7
3014836964,205.51,6.95372,7
3014836964,208.01,6.97751,7
3014844738,1,0.02727,3
3014844738,1.25,0.87109,3
3014844738,41,0.90097,3
3014844738,43,1.19943,3
3014844738,66,1.44429,3
3014844738,71,1.67001,3
3014844738,75,2.10412,3
3014844738,76,2.1077,3
3014844738,77,2.11472,3
3014844738,81,2.15705,3
3014844738,102.5,2.41826,3
3014844738,138.06,2.41853,3
3014844738,147.5,2.50034,3
3014844738,155,2.70323,3
3014844738,157.5,2.74458,3
3014844738,163.5,2.76392,3
3014844738,172.5,2.85094,3
3014844738,182.5,2.90021,3
3014844738,192.5,2.90509,3
3014844738,202.5,2.90561,3
3014844738,213.5,2.91146,3
3014844871,1,0.37517,5
3014844871,41,1.33169,5
3014844871,50,1.68803,5
3014844871,51,1.68846,5
3014844871,53,1.93964,5
3014844871,56,1.94015,5
3014844871,76,2.59773,5
3014844871,105,2.68249,5
3014844871,129,2.68292,5
3014844871,145,2.68336,5
3014844871,147.5,2.68363,5
3014844871,152.5,4.04716,5
3014844871,159.5,4.04723,5
3014844871,177.5,4.57197,5
3014844871,182.5,4.57247,5
3014844871,202.5,4.58465,5
3014844871,207.01,4.78553,5
3014844871,210,4.99865,5
3014878060,125,0.08766,7
3014878060,127.5,0.50319,7
3014878060,162.5,2.2502,7
3014878060,178,2.49729,7
3014878060,200,2.4986,7
3014878060,202.5,2.49918,7
3014878060,227.5,2.97123,7
3014878060,230,4.93943,7
3014878060,232.5,4.94067,7
3014878060,238.5,5.11517,7
3014878060,250,5.24398,7
3014878060,255,6.92733,7
3015010479,199.99,6.99825,7
3015011363,1,0.07374,3
3015011363,1.25,0.22963,3
3015011363,5.5,0.28537,3
3015011363,72,0.34596,3
3015011363,86,0.64553,3
3015011363,102.5,0.64628,3
3015011363,127.5,0.64674,3
3015011363,132.5,0.89755,3
3015011363,142.5,0.89792,3
3015011363,152.5,0.89957,3
3015011363,178,0.95002,3
3015011363,182.19,1.23125,3
3015011363,187.5,2.34438,3
3015011363,202.51,2.389,3
3015011363,202.51,2.39222,3
3015011363,205.01,2.64297,3
3015011363,205.01,2.66593,3
3015011363,213.08,2.75487,3
3015011363,223.08,2.89025,3
3015011363,232.51,2.97142,3
3015011363,237.51,2.97271,3
3015011363,240.01,2.98351,3
3015011363,242.51,2.98894,3
3015011363,248.01,2.99022,3
3015011363,255,2.9955,3
3015011363,255,2.99887,3
3015011363,268.47,2.99972,3
3015053455,1,0.19014,3
3015053455,20,0.1903,3
3015053455,20.5,0.28881,3
3015053455,31,0.44565,3
3015053455,31,0.44584,3
3015053455,86,1.33439,3
3015053455,101,1.33448,3
3015053455,103.5,1.33463,3
3015053455,107.5,1.55628,3
3015053455,132.5,2.00725,3
3015053455,150,2.17756,3
3015053455,152.5,2.49891,3
3015053455,157.5,2.74552,3
3015053455,162.5,2.77208,3
3015053455,187.5,2.77522,3
3015053455,200.51,2.88093,3
3015053455,203.01,2.94979,3
3015053455,206.5,2.96179,3
3015053455,206.5,2.96229,3
3015053455,206.5,2.96247,3
3015053455,210,2.96787,3
3015053455,212.5,2.9687,3
3015053455,212.5,2.96993,3
3015053455,212.5,2.97539,3
3015053455,216.5,2.99163,3
3015053455,216.5,2.99284,3
3015053536,1,0.29039,5
3015053536,5.5,0.43778,5
3015053536,15.5,0.43795,5
3015053536,20.5,0.43843,5
3015053536,31,0.76304,5
3015053536,64,1.37698,5
3015053536,76,1.62063,5
3015053536,102.5,2.44275,5
3015053536,123.5,2.456,5
3015053536,133.5,2.61729,5
3015053536,143.5,2.61749,5
3015053536,152.5,3.7742,5
3015053536,182.5,4.59128,5
3015053536,192.5,4.59199,5
3015053536,202.5,4.75809,5
3015053536,207.6,4.83431,5
3015053617,1,0.29066,7
3015053617,5.5,0.37269,7
3015053617,10.5,0.62944,7
3015053617,10.5,0.62969,7
3015053617,20.5,1.61317,7
3015053617,23.38,1.61352,7
3015053617,36,1.6137,7
3015053617,39,1.61388,7
3015053617,43,1.61412,7
3015053617,89,4.93634,7
3015053617,89,4.93667,7
3015053617,112.5,5.43074,7
3015053617,122.5,5.43094,7
3015053617,132.5,5.43116,7
3015053617,150.01,5.90006,7
3015053617,152.51,6.49571,7
3015053617,152.51,6.49625,7
3015053617,182.5,6.50182,7
3015053617,210.01,6.96049,7
3015060138,200,3.77472,5
3015060138,207.5,4.98866,5
3015060138,210,4.98877,5
3015060138,212.5,4.9889,5
3015103095,190,0.11252,7
3015103095,200,5.05667,7
3015103095,202.5,6.99994,7
3015148398,5,0.00756,7
3015148398,100,0.00831,7
3015148398,6.02,0.05896,7
3015148398,100,0.29049,7
3015148398,102.5,0.29071,7
3015148398,117.5,0.40957,7
3015148398,125,0.54671,7
3015148398,127.5,0.54715,7
3015148398,132.5,2.82691,7
3015148398,142.5,2.82708,7
3015148398,152.5,2.82779,7
3015148398,160,3.60634,7
3015148398,162.5,3.60648,7
3015148398,162.5,3.60713,7
3015148398,162.5,3.60723,7
3015148398,162.5,3.6074,7
3015148398,172.5,3.66053,7
3015148398,197.5,3.88306,7
3015148398,201,3.88351,7
3015148398,203.5,4.93013,7
3015148398,212.5,5.49899,7
3015148398,242.5,6.64896,7
3015148398,247.75,6.7917,7
3015148398,250.25,6.99839,7
3015148398,255.25,6.99916,7
3015318631,200,0.06221,3
3015318631,202.5,2.13655,3
3015318631,207.5,2.20715,3
3015318631,217.5,2.20748,3
3015318631,222.5,2.20794,3
3015318631,240,2.50443,3
3015318631,242.5,2.50479,3
3015318631,250,2.98997,3
3015318631,255,2.99023,3
3015328849,9,0.30106,7
3015328849,12.5,0.39014,7
3015328849,13.5,0.8764,7
3015328849,16,1.93769,7
3015328849,20.5,1.93787,7
3015328849,26,1.93806,7
3015328849,31,2.10678,7
3015328849,35.5,2.10707,7
3015328849,38,2.66424,7
3015328849,41,2.66438,7
3015328849,46,2.66453,7
3015328849,50,2.672,7
3015328849,54,2.70817,7
3015328849,66,2.7083,7
3015328849,67,2.70839,7
3015328849,71,5.88328,7
3015328849,75,6.00588,7
3015328849,76,6.0069,7
3015328849,91,6.05272,7
3015328849,102.5,6.18816,7
3015328849,107.51,6.35626,7
3015328849,123.51,6.35659,7
3015328849,126.01,6.35693,7
3015328849,128.51,6.41769,7
3015328849,133,6.55705,7
3015328849,137.5,6.59616,7
3015328849,151,6.64903,7
3015328849,153.5,6.74921,7
3015328849,158,6.76345,7
3015328849,177.5,6.99869,7
3015328849,202.5,6.99882,7
3015328849,210,6.9997,7
3015328849,212.5,6.9998,7
3015344188,230,4.52804,5
3015344188,235,4.85604,5
3015358053,255,4.54191,5
3015358053,260,4.91582,5
3015396986,1,0.29988,7
3015396986,51,0.46684,7
3015396986,76,0.46729,7
3015396986,102.07,0.46743,7
3015396986,102.07,0.81593,7
3015396986,104.57,0.8275,7
3015396986,122.5,2.62212,7
3015396986,122.5,2.62241,7
3015396986,122.5,2.62263,7
3015396986,152.5,3.87806,7
3015396986,163.53,4.15435,7
3015396986,179.05,4.45523,7
3015396986,192.48,4.45545,7
3015396986,200.33,4.45568,7
3015396986,202.83,4.59147,7
3015396986,207.83,5.49623,7
3015396986,212.5,5.91471,7
3015396986,227.5,6.96205,7
3015467305,1,0.17017,7
3015467305,10.5,0.70912,7
3015467305,15.5,0.70926,7
3015467305,41,1.28795,7
3015467305,51,2.37321,7
3015467305,70.02,4.40515,7
3015467305,76.09,4.40573,7
3015467305,78.09,4.40604,7
3015467305,83.03,4.4064,7
3015467305,88.02,4.40683,7
3015467305,91.02,4.40722,7
3015467305,94.02,4.40752,7
3015467305,100,4.40782,7
3015467305,102.5,4.40852,7
3015467305,105,6.00053,7
3015467305,107.5,6.06698,7
3015467305,127.5,6.15157,7
3015467305,138.5,6.15204,7
3015467305,151,6.15238,7
3015467305,153.5,6.38159,7
3015467305,163.5,6.39792,7
3015467305,168.51,6.39841,7
3015467305,182.5,6.74792,7
3015467305,199.5,6.87684,7
3015467305,205.01,6.90748,7
3015467305,210.01,6.90963,7
3015467305,214.5,6.91251,7
3015467305,220.5,6.9445,7
3015467305,225,6.99891,7
3015467305,227.5,6.99928,7
3015469474,100,1.05829,5
3015469474,108.5,2.08472,5
3015469474,113.51,4.11797,5
3015469474,118.52,4.11822,5
3015469474,142.5,4.12117,5
3015469474,152.5,4.34465,5
3015469474,157.5,4.56926,5
3015469474,162.5,4.56936,5
3015469474,168.5,4.79532,5
3015469474,175,4.79545,5
3015469474,177.5,4.79569,5
3015469474,180,4.81751,5
3015469474,182.5,4.81807,5
3015469474,185,4.92469,5
3015469474,190,4.95552,5
3015469474,195,4.95591,5
3015469474,200,4.98578,5
3015469474,205,4.9859,5
3015469474,210,4.98606,5
3015469474,215,4.98649,5
3015469474,220,4.98662,5
3015469474,225,4.98674,5
3015469474,227.5,4.98684,5
3015469474,230,4.99144,5
3015469474,235,4.99324,5
3015513105,215,4.86941,5
3015513105,217.5,4.98524,5
3015513105,226.54,4.99907,5
3015513105,229.04,4.99991,5
3015513123,215,5.73769,7
3015513138,215,1.93299,3
3015513138,222.5,2.76164,3
3015513138,226,2.96358,3
3015520083,1,0.09536,3
3015520083,20.5,0.12775,3
3015520083,26,0.16457,3
3015520083,31,0.16681,3
3015520083,41,0.16737,3
3015520083,51,0.16775,3
3015520083,76,0.16816,3
3015520083,102.5,0.16865,3
3015520083,126.5,1.46757,3
3015520083,137.5,2.65495,3
3015520083,152.5,2.65517,3
3015520083,162.5,2.65547,3
3015520083,172.5,2.65564,3
3015520083,182.5,2.67804,3
3015520083,187.5,2.69094,3
3015520083,202.5,2.77795,3
3015520083,205.55,2.77832,3
3015520083,208.05,2.78684,3
3015520083,213.05,2.98892,3
3015520299,1,0.29435,5
3015520299,51,0.43102,5
3015520299,54,0.43141,5
3015520299,61,0.43168,5
3015520299,68,0.43194,5
3015520299,68,0.86832,5
3015520299,70,2.43444,5
3015520299,71,2.43472,5
3015520299,102.5,2.68769,5
3015520299,126.5,3.13009,5
3015520299,126.5,3.13067,5
3015520299,151,4.02661,5
3015520299,153.5,4.38377,5
3015520299,207.5,4.67747,5
3015520299,211.02,4.79074,5
3015520299,211.02,4.81388,5
3015520299,216.02,4.83892,5
3015520299,220,4.8392,5
3015520299,222.5,4.83936,5
3015520299,226.02,4.99711,5
3015520299,226.02,4.99738,5
3015520551,1,0.48076,7
3015520551,1.25,0.50583,7
3015520551,5.5,0.67149,7
3015520551,7,1.4925,7
3015520551,8.5,1.49304,7
3015520551,10.5,1.49318,7
3015520551,19.5,2.43956,7
3015520551,19.5,2.4405,7
3015520551,51,3.00941,7
3015520551,152.5,4.22712,7
3015520551,162.5,4.22762,7
3015520551,162.5,5.09299,7
3015520551,177.51,5.98486,7
3015520551,177.51,5.98527,7
3015520551,202.5,6.99919,7
3015546956,150,0.11078,7
3015546956,152.5,0.5262,7
3015546956,152.5,1.58809,7
3015546956,155,1.6777,7
3015546956,157.5,1.67785,7
3015546956,157.5,1.67797,7
3015546956,157.5,1.67814,7
3015546956,157.5,1.67825,7
3015546956,157.5,1.67837,7
3015546956,157.5,1.67848,7
3015546956,157.5,1.67863,7
3015546956,157.5,1.67876,7
3015546956,162.5,4.52314,7
3015546956,202.5,4.5777,7
3015546956,207.5,4.5786,7
3015546956,250,4.57903,7
3015546956,255,5.73825,7
3015549707,10,0.08623,7
